timestamp,byterate,packNum
1521118842.351007104,3.64347E+8,424
1521118842.352006264,4.78322E+8,454
1521118842.353008375,7.15254E+8,655
1521118842.354006551,6.87833E+8,629
1521118842.355006620,5.77434E+8,529
1521118842.356007181,6.38910E+8,567
1521118842.357006431,6.94448E+8,630
1521118842.358008541,5.64352E+8,552
1521118842.359007418,3.78510E+8,432
1521118842.360009022,3.92845E+8,420
1521118842.361008182,3.71301E+8,420
1521118842.362006135,5.20972E+8,507
1521118842.363006324,5.39951E+8,553
1521118842.364010170,5.84706E+8,553
1521118842.365006045,4.30776E+8,444
1521118842.366006374,5.20418E+8,480
1521118842.367009126,4.75040E+8,466
1521118842.368010528,4.47496E+8,456
1521118842.369007051,5.68902E+8,563
1521118842.370007157,6.03457E+8,564
1521118842.371009931,6.50230E+8,589
1521118842.372008309,6.08841E+8,581
1521118842.373007901,5.08286E+8,490
1521118842.374011002,3.80442E+8,414
1521118842.375007994,4.61540E+8,465
1521118842.376012258,4.10205E+8,463
1521118842.377008408,4.36540E+8,462
1521118842.378007136,3.98982E+8,431
1521118842.379006036,5.36760E+8,558
1521118842.380006753,5.47967E+8,536
1521118842.381011032,5.32097E+8,516
1521118842.382005990,3.58962E+8,412
1521118842.383007683,5.45697E+8,528
1521118842.384013712,6.72316E+8,608
1521118842.385007635,5.02650E+8,485
1521118842.386006147,5.09232E+8,506
1521118842.387007825,3.53301E+8,417
1521118842.388011545,4.69642E+8,471
1521118842.389006287,5.18356E+8,538
1521118842.390007660,6.73322E+8,590
1521118842.391006343,5.68402E+8,517
1521118842.392007053,5.72533E+8,536
1521118842.393006943,5.28650E+8,510
1521118842.394007616,2.23011E+8,288
1521118842.395006888,2.58000E+8,338
1521118842.396013185,2.01656E+8,298
1521118842.397007145,1.95853E+8,286
1521118842.398007415,2.67918E+8,313
1521118842.399006531,2.42203E+8,316
1521118842.400006019,2.99153E+8,369
1521118842.401029594,3.50784E+8,407
1521118842.402006015,2.46838E+8,319
1521118842.403010607,3.63963E+8,406
1521118842.404017195,2.88741E+8,356
1521118842.405007415,3.48353E+8,399
1521118842.406007804,2.27300E+8,319
1521118842.407007396,2.13595E+8,301
1521118842.408008121,2.96272E+8,350
1521118842.409011073,2.46370E+8,338
1521118842.410008691,3.41904E+8,372
1521118842.411007181,3.20278E+8,383
1521118842.412006289,2.99843E+8,364
1521118842.413007237,5.08201E+8,499
1521118842.414008923,4.33975E+8,455
1521118842.415011093,2.87125E+8,333
1521118842.416006133,2.39735E+8,314
1521118842.417006396,3.03690E+8,371
1521118842.418007977,3.27348E+8,390
1521118842.419011503,3.66782E+8,418
1521118842.420007542,2.71513E+8,347
1521118842.421008244,2.78167E+8,345
1521118842.422009267,3.46164E+8,399
1521118842.423009917,3.79366E+8,449
1521118842.424014121,3.19517E+8,359
1521118842.425010495,4.61928E+8,498
1521118842.426006161,4.80052E+8,486
1521118842.427007690,2.57385E+8,353
1521118842.428007059,5.53813E+8,553
1521118842.429011121,5.16545E+8,496
1521118842.430009127,3.36989E+8,377
1521118842.431010753,3.52496E+8,411
1521118842.432007052,3.49944E+8,406
1521118842.433006190,3.73890E+8,419
1521118842.434011683,3.35962E+8,402
1521118842.435006000,2.74628E+8,346
1521118842.436012134,2.96303E+8,367
1521118842.437006481,2.30207E+8,305
1521118842.438008599,4.18779E+8,446
1521118842.439008236,2.84289E+8,321
1521118842.440008499,4.92982E+8,478
1521118842.441010371,3.86909E+8,394
1521118842.442007899,3.41376E+8,396
1521118842.443006299,4.89920E+8,495
1521118842.444006220,5.78369E+8,524
1521118842.445013031,5.49916E+8,560
1521118842.446007691,4.39267E+8,450
1521118842.447006248,4.85450E+8,487
1521118842.448007777,2.88444E+8,364
1521118842.449012347,2.48593E+8,329
1521118842.450014457,2.47558E+8,314
1521118842.451006100,3.72870E+8,425
1521118842.452006668,2.70667E+8,354
1521118842.453008264,3.29183E+8,401
1521118842.454006344,4.29174E+8,449
